"x_wgs84"	"y_wgs84"	"x_l2e"	"y_l2e"	"MMTP_2007"	"MMTP_2008"	"MMTP_2009"	"MMTP_2010"	"MMTP_2011"	"MMTP_2012"	"MMTP_2013"	"MMTP_2014"	"MMTP_2015"	"MMTP_2016"	"MMTP_2017"
10.3958	48.9425	1189670	2468500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10.6687	48.9412	1209590	2470440	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10.9416	48.9392	1229500	2472380	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
-5.02815	48.1008	52203.2	2370310	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
-4.76405	48.1369	72155.6	2372500	20.005	19.2	17.47	22.043	17.91	20.2	18.292	21.102	19.995	19.788	19.788
-4.49961	48.1724	92106.1	2374690	20.081	19.269	17.494	22.148	17.954	20.245	18.299	21.172	20.044	19.828	19.828
-4.23484	48.2072	112055	2376880	20.193	19.309	17.548	22.223	17.878	20.219	18.284	21.254	19.977	19.679	19.679
-3.96974	48.2415	132001	2379060	20.187	19.249	17.63	21.93	17.724	20.04	18.223	21.093	19.837	19.543	19.543
-3.70432	48.2751	151946	2381240	20.368	19.386	17.833	21.883	17.775	20.077	18.328	21.157	19.895	19.612	19.612
-3.43858	48.308	171889	2383410	20.464	19.464	17.949	21.794	17.801	20.087	18.408	21.189	19.957	19.701	19.701
-3.17253	48.3403	191830	2385580	20.699	19.692	18.168	21.896	18.011	20.274	18.666	21.392	20.231	20.021	20.021
-2.90617	48.372	211770	2387740	20.872	19.893	18.393	21.938	18.247	20.441	18.963	21.547	20.559	20.422	20.422
-2.63951	48.4031	231708	2389910	20.744	19.829	18.38	21.677	18.268	20.355	19.058	21.39	20.622	20.575	20.575
-2.37256	48.4335	251644	2392060	21.055	20.167	18.634	21.969	18.658	20.72	19.5	21.729	21.048	21.079	21.079
-2.10531	48.4632	271579	2394220	21.529	20.609	18.919	22.492	19.089	21.198	19.936	22.297	21.575	21.675	21.675
-1.83778	48.4923	291512	2396370	21.852	20.924	19.164	22.757	19.425	21.453	20.19	22.583	21.956	22.105	22.105
-1.56998	48.5208	311444	2398510	22.05	21.118	19.335	22.82	19.617	21.536	20.274	22.673	22.165	22.346	22.346
-1.30189	48.5486	331375	2400650	21.923	21.021	19.279	22.521	19.512	21.349	20.141	22.455	22.04	22.247	22.247
-1.03355	48.5758	351304	2402790	21.871	20.889	19.193	22.377	19.239	21.247	20.017	22.503	21.908	22.131	22.131
-0.764935	48.6023	371232	2404920	21.936	20.876	19.246	22.346	19.114	21.271	20.036	22.669	21.897	22.142	22.142
-0.496067	48.6282	391159	2407050	22.132	20.97	19.421	22.473	19.122	21.422	20.181	22.966	22.023	22.279	22.279
-0.22695	48.6534	411085	2409170	22.27	20.988	19.532	22.556	19.073	21.512	20.274	23.194	22.111	22.363	22.363
0.0424119	48.678	431009	2411290	22.526	21.131	19.771	22.75	19.161	21.718	20.492	23.522	22.334	22.582	22.582
0.312012	48.7019	450933	2413410	22.787	21.291	19.988	22.927	19.256	21.906	20.679	23.797	22.554	22.814	22.814
0.581845	48.7252	470855	2415520	22.86	21.289	19.986	22.881	19.168	21.895	20.66	23.844	22.578	22.875	22.875
0.851904	48.7478	490777	2417620	22.699	21.145	19.752	22.693	18.979	21.821	20.59	23.766	22.436	22.728	22.728
1.39268	48.7911	530617	2421820	23.494	21.786	20.501	23.22	19.571	22.398	21.135	24.473	23.102	23.449	23.449
1.66338	48.8117	550536	2423920	23.695	21.928	20.715	23.27	19.745	22.496	21.22	24.635	23.251	23.606	23.606
2.20538	48.851	590371	2428090	24.097	22.264	21.268	23.441	20.202	22.825	21.592	24.991	23.592	24.064	24.064
2.47667	48.8697	610288	2430170	24.547	22.525	21.684	23.671	20.59	23.101	21.908	25.382	24.035	24.776	24.776
2.74814	48.8877	630203	2432240	24.59	22.524	21.602	23.608	20.536	22.963	21.846	25.35	24.024	24.736	24.736
3.83573	48.9532	709862	2440490	24.619	22.348	21.21	23.333	20.214	22.544	21.706	25.049	23.816	24.447	24.447
4.10802	48.9679	729776	2442550	25.008	22.71	21.526	23.671	20.56	22.887	22.093	25.368	24.182	24.806	24.806
4.38046	48.9819	749689	2444590	24.654	22.498	21.111	23.329	20.235	22.641	21.873	25.015	23.875	24.515	24.515
4.65303	48.9953	769601	2446640	24.609	22.405	21.029	23.259	20.158	22.574	21.851	24.941	23.828	24.451	24.451
5.19857	49.0201	809426	2450710	24.17	21.915	20.532	22.74	19.67	22.159	21.529	24.465	23.401	24.03	24.03
6.29101	49.0617	889073	2458790	24.646	22.276	20.901	22.593	19.933	22.564	21.994	24.547	23.709	24.458	24.458
6.8378	49.0785	928897	2462810	24.534	22.253	20.923	22.253	19.809	22.445	21.87	24.31	23.663	24.382	24.382
7.11132	49.0858	948808	2464810	24.437	22.182	20.807	22.054	19.755	22.301	21.814	24.239	23.712	24.419	24.419
7.38491	49.0926	968720	2466800	24.495	22.196	20.803	22.016	19.891	22.387	22.015	24.509	23.915	24.55	24.55
7.65857	49.0986	988632	2468790	25.065	22.628	21.309	22.439	20.462	22.91	22.589	25.092	24.448	25.007	25.007
7.93228	49.104	1008540	2470780	25.55	22.924	21.727	22.785	20.904	23.221	22.876	25.316	24.809	25.369	25.369
8.20605	49.1087	1028460	2472760	25.661	22.988	21.902	22.866	20.893	23.275	22.882	25.191	24.684	25.206	25.206
8.47986	49.1128	1048370	2474740	26.432	23.767	22.519	23.675	21.483	23.993	23.654	25.834	25.516	26.051	26.051
8.75371	49.1161	1068280	2476710	25.829	23.093	21.796	22.944	20.848	23.323	23.134	25.191	24.96	25.506	25.506
9.02758	49.1189	1088190	2478670	25.45	22.614	21.235	22.321	20.393	22.761	22.59	24.579	24.438	25.048	25.048
9.30149	49.1209	1108110	2480640	25.686	22.752	21.395	22.498	20.62	22.942	22.822	24.633	24.601	25.25	25.25
9.57541	49.1223	1128020	2482590	25.376	22.535	21.144	22.259	20.381	22.697	22.573	24.338	24.342	24.954	24.954
9.84934	49.123	1147930	2484550	24.469	21.728	20.2	21.283	19.55	21.795	21.637	23.148	23.455	24.107	24.107
10.1233	49.123	1167830	2486490	24.445	21.583	20.063	21.284	19.647	21.816	21.782	23.24	23.482	24.13	24.13
10.3972	49.1224	1187730	2488430	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10.6711	49.1211	1207650	2490370	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10.945	49.1191	1227560	2492300	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
-5.08136	48.2764	50098.6	2390130	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
-4.81639	48.3127	70052.9	2392330	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
-4.55108	48.3483	90005.3	2394520	19.898	19.113	17.436	21.917	17.857	20.142	18.27	21.013	19.93	19.734	19.734
-4.28543	48.3833	109956	2396710	19.715	18.956	17.378	21.687	17.76	20.038	18.24	20.854	19.815	19.64	19.64
-4.01944	48.4177	129904	2398890	19.732	18.894	17.68	21.156	17.481	19.576	18.026	20.512	19.587	19.403	19.403
-3.75313	48.4514	149851	2401070	20.021	19.156	18.242	20.992	17.658	19.586	18.254	20.536	19.799	19.668	19.668
-3.4865	48.4845	169796	2403250	20.062	19.17	18.207	20.949	17.616	19.559	18.246	20.54	19.794	19.65	19.65
-2.9523	48.5488	209681	2407590	20.448	19.565	18.423	21.217	18.039	19.971	18.77	20.93	20.317	20.227	20.227
-2.68474	48.5799	229621	2409760	20.744	19.829	18.38	21.677	18.268	20.355	19.058	21.39	20.622	20.575	20.575
-2.41687	48.6105	249560	2411920	21.055	20.167	18.634	21.969	18.658	20.72	19.5	21.729	21.048	21.079	21.079
-2.14872	48.6403	269497	2414070	21.529	20.609	18.919	22.492	19.089	21.198	19.936	22.297	21.575	21.675	21.675
-1.88027	48.6696	289433	2416220	21.406	20.589	18.879	22.1	19.17	20.991	19.842	21.959	21.594	21.754	21.754
-1.61154	48.6982	309367	2418370	21.197	20.472	18.766	21.7	19.14	20.709	19.652	21.547	21.466	21.658	21.658
-1.34254	48.7261	329300	2420520	20.987	20.282	18.594	21.448	18.935	20.516	19.484	21.35	21.269	21.465	21.465
-1.07326	48.7534	349232	2422650	20.945	20.189	18.522	21.334	18.66	20.463	19.411	21.495	21.14	21.389	21.389
-0.80372	48.78	369162	2424790	21.125	20.307	18.667	21.455	18.642	20.633	19.551	21.849	21.227	21.527	21.527
-0.533919	48.806	389092	2426920	21.564	20.619	19.006	21.883	18.841	21.033	19.884	22.461	21.559	21.881	21.881
0.00643955	48.856	428947	2431170	22.224	21.006	19.5	22.48	19.077	21.609	20.413	23.328	22.115	22.414	22.414
0.276984	48.88	448874	2433290	22.18	20.828	19.367	22.379	18.819	21.502	20.305	23.303	22.044	22.314	22.314
0.818774	48.9261	488723	2437510	22.699	21.145	19.752	22.693	18.979	21.821	20.59	23.766	22.436	22.728	22.728
1.09001	48.9481	508646	2439610	23.162	21.524	20.176	23.026	19.31	22.172	20.923	24.184	22.826	23.152	23.152
1.36146	48.9695	528569	2441710	23.494	21.786	20.501	23.22	19.571	22.398	21.135	24.473	23.102	23.449	23.449
1.63312	48.9903	548490	2443800	23.596	21.874	20.47	23.241	19.663	22.519	21.232	24.557	23.15	23.491	23.491
2.17705	49.0298	588331	2447980	23.948	21.997	20.772	23.219	19.932	22.63	21.337	24.628	23.452	23.984	23.984
4.35994	49.1612	747673	2464500	24.654	22.498	21.111	23.329	20.235	22.641	21.873	25.015	23.875	24.515	24.515
4.6335	49.1747	767588	2466540	24.609	22.405	21.029	23.259	20.158	22.574	21.851	24.941	23.828	24.451	24.451
6.82622	49.2581	926909	2482720	24.212	22.081	20.683	22.166	19.617	22.317	21.611	24.178	23.429	24.096	24.096
7.10074	49.2656	946824	2484730	23.911	21.827	20.353	21.735	19.337	21.951	21.35	23.876	23.335	24.002	24.002
7.37533	49.2723	966739	2486720	24.096	21.962	20.428	21.798	19.554	22.177	21.719	24.256	23.614	24.209	24.209
7.64998	49.2784	986654	2488710	24.429	22.185	20.68	22.01	19.929	22.543	22.193	24.767	23.931	24.403	24.403
7.9247	49.2838	1006570	2490700	24.55	22.095	20.799	21.907	19.967	22.412	22.05	24.559	23.823	24.312	24.312
8.19947	49.2885	1026480	2492680	25.661	22.988	21.902	22.866	20.893	23.275	22.882	25.191	24.684	25.206	25.206
8.47428	49.2926	1046400	2494660	26.432	23.767	22.519	23.675	21.483	23.993	23.654	25.834	25.516	26.051	26.051
8.74913	49.296	1066320	2496630	25.829	23.093	21.796	22.944	20.848	23.323	23.134	25.191	24.96	25.506	25.506
9.02402	49.2987	1086230	2498600	25.45	22.614	21.235	22.321	20.393	22.761	22.59	24.579	24.438	25.048	25.048
9.29892	49.3008	1106150	2500560	24.853	22.197	20.631	22.033	20.021	22.62	22.321	24.185	24.026	24.587	24.587
9.57385	49.3021	1126070	2502520	24.971	22.427	20.842	22.145	20.182	22.723	22.442	24.274	24.141	24.697	24.697
9.84878	49.3029	1145980	2504470	24.63	22.194	20.623	21.795	19.916	22.37	22.058	23.854	23.847	24.382	24.382
10.1237	49.3029	1165880	2506410	24.614	22.122	20.528	21.684	19.844	22.252	21.971	23.718	23.787	24.373	24.373
10.3987	49.3022	1185790	2508350	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10.6736	49.3009	1205710	2510290	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10.9485	49.299	1225630	2512230	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
-5.13504	48.452	47985.5	2409950	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
-4.86919	48.4885	67941.9	2412150	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
-4.603	48.5242	87896.2	2414350	19.898	19.113	17.436	21.917	17.857	20.142	18.27	21.013	19.93	19.734	19.734
-4.33646	48.5594	107849	2416540	19.729	18.953	17.599	21.403	17.704	19.864	18.222	20.689	19.779	19.628	19.628
-4.06959	48.5939	127799	2418730	19.635	18.864	17.835	20.888	17.613	19.604	18.204	20.367	19.709	19.634	19.634
-3.80239	48.6278	147748	2420910	19.866	19.065	18.226	20.876	17.712	19.598	18.308	20.432	19.825	19.754	19.754
-2.99884	48.7255	207585	2427440	20.45	19.606	18.675	21.045	18.136	19.92	18.855	20.81	20.384	20.319	20.319
-2.73037	48.7568	227527	2429610	20.674	19.792	18.528	21.477	18.275	20.241	19.046	21.215	20.593	20.55	20.55
-2.46159	48.7874	247468	2431770	21.109	20.202	18.644	22.046	18.672	20.757	19.498	21.806	21.082	21.109	21.109
-2.19251	48.8174	267408	2433930	21.479	20.567	18.906	22.406	19.057	21.124	19.875	22.203	21.526	21.619	21.619
-1.92314	48.8468	287346	2436080	21.406	20.589	18.879	22.1	19.17	20.991	19.842	21.959	21.594	21.754	21.754
-1.65349	48.8755	307283	2438230	21.197	20.472	18.766	21.7	19.14	20.709	19.652	21.547	21.466	21.658	21.658
-1.38355	48.9035	327219	2440380	20.987	20.282	18.594	21.448	18.935	20.516	19.484	21.35	21.269	21.465	21.465
-1.11334	48.9309	347153	2442520	20.945	20.189	18.522	21.334	18.66	20.463	19.411	21.495	21.14	21.389	21.389
-0.842858	48.9577	367087	2444660	20.563	20.012	18.391	20.744	18.436	20.253	19.344	21.183	20.808	21.183	21.183
-0.301113	49.0092	406950	2448920	21.87	21.008	19.298	22.122	19.186	21.497	20.313	22.983	21.831	22.256	22.256
-0.0298604	49.034	426880	2451040	21.934	20.883	19.208	22.196	19.011	21.55	20.341	23.107	21.91	22.258	22.258
0.513373	49.0816	466737	2455280	22.013	20.663	19.073	22.196	18.604	21.455	20.244	23.212	21.907	22.153	22.153
0.785342	49.1044	486664	2457390	22.494	21.038	19.484	22.573	18.867	21.8	20.565	23.668	22.275	22.53	22.53
1.05754	49.1265	506590	2459500	23.026	21.473	19.961	22.972	19.222	22.185	20.929	24.153	22.694	22.971	22.971
4.33923	49.3405	745653	2484410	24.413	22.412	20.841	23.083	20.025	22.491	21.727	24.792	23.676	24.352	24.352
6.53908	49.4297	905001	2500640	23.536	21.512	20.012	22.075	19.219	21.903	21.223	23.977	22.937	23.565	23.565
6.81452	49.4378	924920	2502640	23.008	21.017	19.479	21.327	18.518	21.181	20.535	23.162	22.414	23.109	23.109
7.09005	49.4453	944838	2504650	22.755	20.767	19.218	20.888	18.25	20.929	20.377	22.945	22.296	22.943	22.943
7.36565	49.452	964757	2506640	23.477	21.477	19.919	21.46	19.014	21.752	21.207	23.666	22.971	23.577	23.577
7.64132	49.4582	984675	2508640	24.004	21.938	20.399	21.882	19.59	22.307	21.76	24.238	23.438	24.017	24.017
7.91705	49.4636	1004590	2510620	23.972	21.84	20.394	21.647	19.564	22.112	21.55	24.063	23.318	23.906	23.906
8.19283	49.4683	1024510	2512610	24.949	22.733	21.409	22.513	20.559	23.011	22.466	24.776	24.236	24.77	24.77
8.46865	49.4724	1044430	2514580	26.003	23.674	22.149	23.499	21.434	23.949	23.492	25.699	25.383	25.902	25.902
8.74452	49.4758	1064350	2516560	25.285	22.8	21.23	22.664	20.512	23.147	22.732	24.939	24.73	25.24	25.24
9.02041	49.4786	1084270	2518520	24.677	22.043	20.507	21.923	19.86	22.438	22.084	24.126	23.988	24.538	24.538
9.29634	49.4806	1104190	2520490	24.853	22.197	20.631	22.033	20.021	22.62	22.321	24.185	24.026	24.587	24.587
9.57228	49.482	1124110	2522450	24.971	22.427	20.842	22.145	20.182	22.723	22.442	24.274	24.141	24.697	24.697
9.84823	49.4827	1144030	2524400	24.63	22.194	20.623	21.795	19.916	22.37	22.058	23.854	23.847	24.382	24.382
10.1242	49.4828	1163940	2526340	24.614	22.122	20.528	21.684	19.844	22.252	21.971	23.718	23.787	24.373	24.373
10.4001	49.4821	1183840	2528280	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10.6761	49.4808	1203770	2530220	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10.952	49.4788	1223690	2532150	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
-5.1892	48.6276	45863.9	2429770	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
-4.92247	48.6642	65822.3	2431980	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
-4.65539	48.7001	85778.9	2434170	19.715	18.956	17.378	21.687	17.76	20.038	18.24	20.854	19.815	19.64	19.64
-4.38796	48.7354	105733	2436370	19.729	18.953	17.599	21.403	17.704	19.864	18.222	20.689	19.779	19.628	19.628
-4.12019	48.77	125686	2438560	19.635	18.864	17.835	20.888	17.613	19.604	18.204	20.367	19.709	19.634	19.634
-3.85208	48.804	145637	2440750	19.866	19.065	18.226	20.876	17.712	19.598	18.308	20.432	19.825	19.754	19.754
-3.58364	48.8374	165587	2442930	20.055	19.243	18.771	20.594	17.803	19.467	18.425	20.33	19.954	19.942	19.942
-3.31488	48.8701	185535	2445110	20.112	19.287	18.752	20.588	17.821	19.482	18.471	20.359	20.01	19.975	19.975
-3.0458	48.9022	205481	2447280	20.243	19.408	18.72	20.738	17.932	19.633	18.614	20.519	20.153	20.1	20.1
-2.77641	48.9336	225426	2449460	20.354	19.518	18.75	20.854	18.049	19.764	18.749	20.645	20.283	20.228	20.228
-2.50671	48.9644	245370	2451620	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
-2.2367	48.9945	265312	2453780	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
-1.9664	49.024	285253	2455940	20.345	19.724	18.143	20.665	18.52	20.047	19.146	20.685	20.743	20.898	20.898
-1.69581	49.0528	305193	2458090	20.402	19.82	18.209	20.732	18.578	20.057	19.16	20.696	20.808	20.986	20.986
-1.42494	49.0809	325131	2460240	20.289	19.737	18.15	20.567	18.484	19.983	19.123	20.604	20.71	20.904	20.904
-1.15378	49.1085	345068	2462390	20.384	19.859	18.264	20.596	18.447	20.089	19.236	20.828	20.732	21.034	21.034
-0.882352	49.1353	365004	2464530	20.563	20.012	18.391	20.744	18.436	20.253	19.344	21.183	20.808	21.183	21.183
-0.610658	49.1615	384939	2466660	21.191	20.53	18.856	21.389	18.807	20.858	19.817	22.078	21.276	21.712	21.712
-0.338702	49.1871	404873	2468800	21.87	21.008	19.298	22.122	19.186	21.497	20.313	22.983	21.831	22.256	22.256
-0.0664924	49.2119	424806	2470920	21.934	20.883	19.208	22.196	19.011	21.55	20.341	23.107	21.91	22.258	22.258
0.205966	49.2362	444738	2473040	21.274	20.168	18.397	21.523	18.316	21.032	19.764	22.43	21.348	21.625	21.625
0.478667	49.2597	464669	2475160	21.546	20.337	18.591	21.747	18.382	21.221	19.934	22.734	21.536	21.796	21.796
0.751604	49.2826	484599	2477270	22.191	20.861	19.163	22.316	18.738	21.699	20.431	23.415	22.028	22.282	22.282
1.29816	49.3264	524457	2481490	23.049	21.525	19.91	22.949	19.256	22.264	20.978	24.194	22.648	22.943	22.943
2.66823	49.4243	624088	2491930	24.033	22.151	20.843	23.268	19.999	22.65	21.419	24.757	23.431	24.034	24.034
4.31833	49.5197	743630	2504320	23.876	22.035	20.237	22.429	19.483	21.977	21.183	24.132	23.126	23.884	23.884
4.59389	49.5333	763553	2506360	23.717	21.868	20.078	22.357	19.319	21.868	21.183	24.104	23.062	23.775	23.775
5.14541	49.5584	803397	2510440	23.305	21.442	19.77	22.202	19.046	21.689	21.076	24.029	22.806	23.41	23.41
5.42136	49.5699	823319	2512480	23.107	21.219	19.615	22.06	18.932	21.62	21.017	23.956	22.666	23.218	23.218
5.69743	49.5808	843240	2514500	22.948	21.024	19.439	21.781	18.812	21.532	20.911	23.77	22.504	23.045	23.045
5.9736	49.591	863162	2516530	23.248	21.273	19.712	21.911	19.131	21.872	21.223	24.007	22.76	23.285	23.285
6.24988	49.6005	883084	2518550	23.842	21.759	20.278	22.385	19.661	22.398	21.757	24.557	23.262	23.765	23.765
6.52626	49.6093	903006	2520560	23.536	21.512	20.012	22.075	19.219	21.903	21.223	23.977	22.937	23.565	23.565
6.80272	49.6175	922928	2522570	23.008	21.017	19.479	21.327	18.518	21.181	20.535	23.162	22.414	23.109	23.109
7.07927	49.625	942850	2524570	22.755	20.767	19.218	20.888	18.25	20.929	20.377	22.945	22.296	22.943	22.943
7.35589	49.6318	962772	2526570	23.477	21.477	19.919	21.46	19.014	21.752	21.207	23.666	22.971	23.577	23.577
7.63257	49.6379	982695	2528560	23.457	21.678	20.162	21.725	19.374	22.127	21.384	23.919	22.93	23.586	23.586
7.90932	49.6434	1002620	2530550	24.237	22.49	20.965	22.347	20.134	22.778	22.002	24.626	23.723	24.346	24.346
8.18612	49.6481	1022540	2532530	25.034	23.297	21.712	23.009	20.926	23.471	22.832	25.318	24.6	25.152	25.152
8.46297	49.6522	1042460	2534510	25.555	23.621	21.952	23.334	21.142	23.784	23.271	25.657	25.184	25.697	25.697
8.73986	49.6557	1062390	2536480	24.641	22.517	20.863	22.294	20.078	22.777	22.256	24.561	24.291	24.78	24.78
9.01678	49.6584	1082310	2538450	23.796	21.596	19.94	21.328	19.223	21.869	21.313	23.482	23.281	23.763	23.763
9.29372	49.6605	1102230	2540420	23.936	21.761	19.991	21.416	19.33	22.013	21.464	23.513	23.288	23.764	23.764
9.57069	49.6619	1122160	2542380	24.336	22.277	20.404	21.836	19.794	22.512	22.016	24.024	23.735	24.213	24.213
9.84766	49.6626	1142080	2544330	24.654	22.583	20.746	22.063	20.102	22.819	22.327	24.317	24.127	24.663	24.663
10.1246	49.6626	1161990	2546270	24.65	22.563	20.786	21.989	20.014	22.669	22.189	24.186	24.09	24.665	24.665
10.4016	49.662	1181900	2548210	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10.6786	49.6606	1201830	2550150	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10.9555	49.6586	1221750	2552090	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
-5.24384	48.8031	43733.5	2449590	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
-4.97622	48.8398	63694.2	2451800	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
-4.70824	48.8759	83653.1	2454000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
-4.43991	48.9113	103610	2456200	19.635	18.864	17.835	20.888	17.613	19.604	18.204	20.367	19.709	19.634	19.634
-4.17124	48.9461	123565	2458400	19.75	18.965	18.031	20.882	17.662	19.601	18.256	20.4	19.767	19.694	19.694
-3.90222	48.9803	143519	2460590	19.852	19.057	18.277	20.786	17.709	19.557	18.312	20.376	19.83	19.777	19.777
-3.63287	49.0138	163471	2462770	19.981	19.166	18.553	20.658	17.737	19.479	18.359	20.344	19.891	19.847	19.847
-3.36319	49.0466	183421	2464960	20.112	19.287	18.752	20.588	17.821	19.482	18.471	20.359	20.01	19.975	19.975
-3.09319	49.0788	203370	2467130	20.243	19.408	18.72	20.738	17.932	19.633	18.614	20.519	20.153	20.1	20.1
-2.82287	49.1104	223318	2469310	20.354	19.518	18.75	20.854	18.049	19.764	18.749	20.645	20.283	20.228	20.228
-2.55224	49.1413	243264	2471480	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
-2.2813	49.1715	263209	2473640	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
-2.01006	49.2011	283153	2475800	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
-1.73852	49.23	303096	2477960	19.436	18.878	17.453	19.562	17.842	19.375	18.627	19.813	19.954	20.05	20.05
-1.19459	49.286	342977	2482260	20.026	19.63	18.096	20.105	18.305	19.883	19.162	20.4	20.458	20.81	20.81
-0.922208	49.3129	362916	2484400	20.158	19.788	18.239	20.192	18.293	19.991	19.249	20.623	20.533	20.96	20.96
-0.649555	49.3392	382854	2486540	21.082	20.487	18.807	21.248	18.779	20.79	19.781	21.948	21.193	21.652	21.652
-0.376637	49.3649	402791	2488670	21.854	21.033	19.3	22.098	19.22	21.509	20.328	22.976	21.818	22.263	22.263
-0.103461	49.3899	422727	2490800	21.786	20.789	19.055	22.044	18.95	21.484	20.253	22.947	21.797	22.155	22.155
0.169968	49.4142	442662	2492930	21.274	20.168	18.397	21.523	18.316	21.032	19.764	22.43	21.348	21.625	21.625
0.443641	49.4379	462596	2495050	21.546	20.337	18.591	21.747	18.382	21.221	19.934	22.734	21.536	21.796	21.796
0.991701	49.4832	502462	2499270	21.196	19.952	18.321	21.236	18.045	20.862	19.602	22.405	21.133	21.454	21.454
1.26607	49.5048	522393	2501380	21.413	20.088	18.496	21.385	18.154	20.983	19.691	22.575	21.24	21.6	21.6
1.81547	49.5462	562255	2505570	22.213	20.714	19.096	22.027	18.649	21.499	20.097	23.239	21.719	22.149	22.149
2.3657	49.5848	602113	2509750	23.201	21.547	19.989	22.772	19.404	22.163	20.82	24.118	22.53	23.047	23.047
2.6411	49.6032	622041	2511840	23.426	21.715	20.211	22.895	19.582	22.306	20.991	24.29	22.73	23.31	23.31
4.02081	49.6847	721677	2522180	23.938	22.107	20.36	22.566	19.623	22.108	21.238	24.243	23.168	23.922	23.922
5.40433	49.7494	821306	2532400	21.689	20.026	18.096	20.457	17.428	20.139	19.559	22.282	21.281	22.036	22.036
5.68142	49.7603	841232	2534420	21.859	20.16	18.301	20.642	17.717	20.474	19.885	22.558	21.51	22.206	22.206
5.95862	49.7705	861157	2536450	22.435	20.673	18.865	21.178	18.349	21.157	20.535	23.191	22.09	22.736	22.736
6.23592	49.7801	881083	2538470	23.044	21.19	19.431	21.749	18.862	21.72	21.112	23.697	22.632	23.286	23.286
6.51332	49.7889	901009	2540480	23.12	21.36	19.608	21.93	18.837	21.655	21.117	23.48	22.71	23.465	23.465
6.79081	49.7971	920935	2542490	23.038	21.332	19.595	21.723	18.783	21.478	20.946	23.315	22.688	23.478	23.478
7.06838	49.8046	940860	2544500	22.424	20.615	18.971	20.862	18.113	20.872	20.395	22.718	22.079	22.811	22.811
7.34603	49.8115	960786	2546490	22.731	20.905	19.361	21.054	18.485	21.261	20.701	23.039	22.246	22.916	22.916
7.62375	49.8176	980712	2548490	23.457	21.678	20.162	21.725	19.374	22.127	21.384	23.919	22.93	23.586	23.586
7.90152	49.8231	1000640	2550480	24.237	22.49	20.965	22.347	20.134	22.778	22.002	24.626	23.723	24.346	24.346
8.17936	49.8279	1020560	2552460	25.034	23.297	21.712	23.009	20.926	23.471	22.832	25.318	24.6	25.152	25.152
8.45724	49.832	1040490	2554440	25.555	23.621	21.952	23.334	21.142	23.784	23.271	25.657	25.184	25.697	25.697
8.73516	49.8355	1060420	2556420	24.945	23.312	21.497	22.949	20.573	23.437	22.714	25.253	24.653	25.06	25.06
9.01311	49.8382	1080350	2558380	24.853	23.082	21.246	22.705	20.403	23.207	22.486	24.847	24.33	24.739	24.739
9.29109	49.8403	1100270	2560350	23.989	22.142	20.27	21.758	19.517	22.245	21.609	23.677	23.394	23.86	23.86
9.56909	49.8417	1120200	2562310	24.186	22.424	20.482	21.79	19.654	22.391	21.814	23.908	23.675	24.231	24.231
9.84709	49.8424	1140130	2564260	24.665	22.913	20.988	22.11	20.023	22.819	22.183	24.386	24.296	24.951	24.951
10.1251	49.8424	1160040	2566210	24.553	22.758	20.835	22.003	19.955	22.707	22.099	24.245	24.067	24.667	24.667
10.4031	49.8418	1179960	2568140	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10.6811	49.8405	1199890	2570080	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10.9591	49.8385	1219820	2572020	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
