"x_wgs84"	"y_wgs84"	"x_l2e"	"y_l2e"	"MMTP_2007"	"MMTP_2008"	"MMTP_2009"	"MMTP_2010"	"MMTP_2011"	"MMTP_2012"	"MMTP_2013"	"MMTP_2014"	"MMTP_2015"	"MMTP_2016"	"MMTP_2017"
1.09664	42.6062	498001	1734430	18.863	16.894	15.76	17.818	15.16	15.927	16.394	17.703	19.233	20.049	20.049
1.33842	42.6273	517918	1736480	18.105	16.014	14.93	16.942	14.332	15.052	15.485	16.817	18.372	19.178	19.178
1.58034	42.6477	537833	1738540	17.781	15.556	14.519	16.499	13.943	14.595	15.01	16.357	17.945	18.753	18.753
1.82241	42.6676	557747	1740590	18.638	16.26	15.237	17.234	14.689	15.294	15.718	17.063	18.706	19.552	19.552
2.54946	42.7238	617477	1746730	25.818	22.886	22.421	24.176	22.065	22.409	22.972	24.313	25.621	26.408	26.408
2.79208	42.7413	637383	1748770	28.18	25.076	24.921	26.537	24.561	24.946	25.441	26.866	28.017	28.615	28.615
3.03482	42.7583	657288	1750810	28.5	25.408	25.381	26.865	25.049	25.353	25.892	27.237	28.293	28.835	28.835
3.27768	42.7747	677192	1752840	28.334	25.288	25.237	26.697	24.927	25.196	25.652	27.029	28.05	28.59	28.59
3.52065	42.7905	697094	1754870	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3.76375	42.8058	716994	1756900	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4.00695	42.8204	736894	1758920	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4.25025	42.8345	756792	1760950	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4.49366	42.848	776689	1762960	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4.73716	42.8609	796584	1764980	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4.98075	42.8733	816479	1766990	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5.22443	42.885	836373	1769000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5.4682	42.8962	856266	1771010	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5.71205	42.9068	876158	1773010	28.491	25.632	25.197	26.415	25.49	25.566	25.619	26.126	28.382	29.158	29.158
5.95597	42.9168	896049	1775010	28.491	25.632	25.197	26.415	25.49	25.566	25.619	26.126	28.382	29.158	29.158
6.19996	42.9262	915940	1777000	28.981	26.016	25.623	26.738	26.05	26.093	26.17	26.975	28.925	29.692	29.692
6.44402	42.935	935830	1779000	29.764	26.732	26.342	27.383	26.839	26.904	26.93	27.928	29.739	30.495	30.495
6.68814	42.9432	955719	1780990	29.81	26.79	26.428	27.45	26.89	27.027	26.966	27.995	29.774	30.489	30.489
6.93233	42.9509	975608	1782970	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
7.17656	42.958	995496	1784960	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
7.42085	42.9644	1015380	1786940	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
7.66518	42.9703	1035270	1788910	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
7.90955	42.9756	1055160	1790890	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8.15396	42.9804	1075050	1792860	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8.3984	42.9845	1094930	1794820	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8.64287	42.9881	1114820	1796790	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8.88737	42.991	1134710	1798750	26.603	23.222	22.988	24.464	23.81	23.624	23.544	24.29	26.42	27.178	27.178
9.13188	42.9934	1154590	1800710	26.922	23.653	23.374	24.828	24.144	23.966	23.886	24.656	26.671	27.396	27.396
9.37641	42.9952	1174480	1802660	26.776	23.51	23.257	24.714	24.03	23.868	23.765	24.534	26.533	27.249	27.249
9.62095	42.9964	1194370	1804610	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
9.8655	42.997	1214250	1806560	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10.11	42.997	1234130	1808510	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10.3546	42.9965	1254000	1810450	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10.5991	42.9953	1273890	1812390	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10.8437	42.9936	1293780	1814330	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
-3.50375	42.2753	117259	1714710	23.871	23.872	22.601	24.393	22.488	23.935	22.916	24.152	25.756	26.05	26.05
-3.26486	42.3073	137224	1716820	23.348	23.285	22.011	23.825	21.863	23.282	22.293	23.574	25.147	25.421	25.421
-3.02574	42.3387	157186	1718940	23.647	23.367	22.083	23.992	21.96	23.332	22.437	23.741	25.273	25.602	25.602
-2.78641	42.3695	177145	1721050	26.106	24.668	23.121	25.909	23.389	24.824	24.279	25.481	26.733	27.556	27.556
-2.54686	42.3998	197101	1723150	26.504	24.906	23.428	26.258	23.739	24.994	24.612	25.879	27.101	27.975	27.975
-2.3071	42.4295	217054	1725260	26.721	25.087	23.759	26.568	24.097	25.132	24.962	26.264	27.385	28.254	28.254
-2.06713	42.4586	237004	1727360	27.158	25.512	24.414	27.227	24.821	25.605	25.748	27	27.871	28.716	28.716
-1.82696	42.4872	256951	1729460	27.143	25.763	24.955	27.707	25.396	25.965	26.424	27.532	28.011	28.708	28.708
-1.58658	42.5152	276894	1731550	26.589	25.488	24.801	27.429	25.13	25.648	26.242	27.301	27.618	28.173	28.173
-1.34601	42.5426	296836	1733640	26.249	25.265	24.711	27.253	24.938	25.467	26.163	27.219	27.389	27.832	27.832
-1.10525	42.5695	316774	1735730	25.66	24.697	24.154	26.605	24.227	24.857	25.612	26.707	26.849	27.233	27.233
-0.864294	42.5958	336710	1737820	25.276	24.236	23.639	26.007	23.568	24.298	25.145	26.274	26.454	26.83	26.83
-0.623153	42.6215	356643	1739910	23.886	22.794	22.024	24.297	21.768	22.618	23.457	24.647	25.021	25.43	25.43
-0.38183	42.6466	376574	1741990	22.703	21.545	20.638	22.837	20.255	21.162	21.971	23.196	23.77	24.228	24.228
-0.140329	42.6712	396502	1744060	21.837	20.596	19.594	21.746	19.13	20.05	20.781	22.026	22.8	23.332	23.332
0.101347	42.6952	416428	1746140	21.076	19.749	18.654	20.794	18.146	19.074	19.694	20.953	21.926	22.534	22.534
0.343194	42.7186	436351	1748210	19.905	18.465	17.322	19.434	16.771	17.685	18.202	19.488	20.642	21.302	21.302
0.827385	42.7637	476192	1752350	21.151	19.272	17.838	20.22	17.228	18.242	18.68	19.993	21.616	22.525	22.525
1.06972	42.7854	496109	1754410	22.471	20.512	18.968	21.353	18.342	19.332	19.742	21.023	22.826	23.84	23.84
2.28365	42.8851	595666	1764680	25.901	23.02	22.279	24.32	21.861	22.422	22.867	24.333	25.812	26.688	26.688
2.52685	42.9033	615572	1766720	27.024	23.955	23.498	25.393	23.12	23.606	24.063	25.568	26.903	27.668	27.668
2.77019	42.921	635477	1768760	28.18	25.076	24.921	26.537	24.561	24.946	25.441	26.866	28.017	28.615	28.615
3.01366	42.938	655380	1770800	28.5	25.408	25.381	26.865	25.049	25.353	25.892	27.237	28.293	28.835	28.835
3.25725	42.9545	675282	1772830	28.334	25.288	25.237	26.697	24.927	25.196	25.652	27.029	28.05	28.59	28.59
3.50095	42.9704	695182	1774860	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3.74477	42.9856	715081	1776890	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3.9887	43.0004	734978	1778920	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4.23274	43.0145	754874	1780940	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4.47688	43.028	774770	1782960	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4.72112	43.041	794664	1784970	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4.96545	43.0534	814557	1786990	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5.20987	43.0652	834449	1789000	28.383	25.716	25.196	26.363	25.229	25.457	25.633	26.462	28.165	28.832	28.832
5.45437	43.0764	854340	1791000	28.141	25.402	24.94	26.108	25.078	25.251	25.417	26.232	27.956	28.646	28.646
5.69896	43.087	874230	1793010	28.181	25.366	24.943	26.116	25.182	25.297	25.422	26.143	28.042	28.766	28.766
5.94362	43.097	894120	1795010	28.491	25.632	25.197	26.415	25.49	25.566	25.619	26.126	28.382	29.158	29.158
6.18836	43.1065	914009	1797000	28.981	26.016	25.623	26.738	26.05	26.093	26.17	26.975	28.925	29.692	29.692
6.43316	43.1153	933897	1799000	29.764	26.732	26.342	27.383	26.839	26.904	26.93	27.928	29.739	30.495	30.495
6.67802	43.1236	953785	1800990	29.926	26.887	26.499	27.52	26.991	27.08	27.069	28.127	29.903	30.647	30.647
6.92295	43.1313	973672	1802970	29.81	26.79	26.428	27.45	26.89	27.027	26.966	27.995	29.774	30.489	30.489
7.16793	43.1384	993559	1804960	26.648	23.998	24.082	24.863	24.43	24.649	24.399	25.334	26.647	27.11	27.11
7.41296	43.1449	1013440	1806940	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
7.65804	43.1508	1033330	1808910	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
7.90316	43.1561	1053220	1810890	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8.14831	43.1608	1073100	1812860	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8.3935	43.165	1092990	1814830	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8.63872	43.1686	1112870	1816790	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8.88396	43.1715	1132760	1818750	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
9.12922	43.1739	1152640	1820710	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
9.3745	43.1757	1172530	1822660	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
9.61979	43.1769	1192410	1824610	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
9.86509	43.1775	1212300	1826560	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10.1104	43.1776	1232170	1828510	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10.3557	43.177	1252040	1830450	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10.601	43.1759	1271930	1832390	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10.8462	43.1741	1291820	1834330	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
-3.54413	42.4527	115404	1734660	23.802	23.534	22.133	24.219	22.149	23.716	22.793	23.971	25.395	25.796	25.796
-3.30457	42.4847	135367	1736770	24.229	23.672	22.21	24.482	22.282	23.839	22.989	24.174	25.557	26.057	26.057
-3.06477	42.5163	155327	1738890	25.144	24.139	22.613	25.162	22.783	24.311	23.596	24.777	26.091	26.754	26.754
-2.82476	42.5472	175283	1741000	26.106	24.668	23.121	25.909	23.389	24.824	24.279	25.481	26.733	27.556	27.556
-2.58453	42.5776	195237	1743110	26.504	24.906	23.428	26.258	23.739	24.994	24.612	25.879	27.101	27.975	27.975
-2.34408	42.6074	215187	1745210	26.721	25.087	23.759	26.568	24.097	25.132	24.962	26.264	27.385	28.254	28.254
-2.10343	42.6366	235134	1747320	27.158	25.512	24.414	27.227	24.821	25.605	25.748	27	27.871	28.716	28.716
-1.86256	42.6653	255079	1749420	24.767	23.839	22.951	25.841	23.227	24.177	24.394	25.396	25.613	26.166	26.166
-1.62149	42.6934	275021	1751510	24.817	24.122	23.567	26.387	23.851	24.624	25.085	26.084	25.917	26.268	26.268
-1.38023	42.7209	294960	1753610	24.265	23.539	22.947	25.669	23.076	23.914	24.435	25.493	25.415	25.738	25.738
-1.13877	42.7479	314896	1755700	23.327	22.475	21.745	24.37	21.678	22.651	23.198	24.343	24.467	24.805	24.805
-0.897111	42.7743	334830	1757790	22.625	21.659	20.833	23.364	20.635	21.663	22.257	23.464	23.745	24.105	24.105
-0.655268	42.8001	354761	1759870	21.436	20.377	19.41	21.852	19.074	20.159	20.727	21.999	22.506	22.912	22.912
-0.41324	42.8253	374689	1761960	19.85	18.7	17.615	19.962	17.159	18.266	18.742	20.081	20.836	21.293	21.293
-0.171032	42.8499	394615	1764030	19.219	17.943	16.792	19.104	16.276	17.374	17.822	19.189	20.111	20.631	20.631
0.0713536	42.874	414539	1766110	18.931	17.518	16.32	18.628	15.772	16.854	17.294	18.673	19.727	20.309	20.309
0.313912	42.8975	434461	1768180	19.379	17.831	16.574	18.913	16.013	17.081	17.539	18.904	20.09	20.753	20.753
1.77267	43.0263	553946	1780560	26.778	24.532	23.496	25.612	23.127	23.828	24.111	25.402	26.725	27.53	27.53
2.50406	43.0829	613665	1786700	27.91	24.777	24.259	26.34	23.921	24.527	24.828	26.519	27.825	28.591	28.591
2.74813	43.1006	633568	1788740	28.507	25.447	25.131	26.866	24.767	25.269	25.538	27.146	28.316	28.922	28.922
2.99233	43.1177	653469	1790780	28.617	25.567	25.368	26.963	24.998	25.433	25.77	27.29	28.409	28.963	28.963
3.23665	43.1342	673369	1792820	28.552	25.64	25.364	26.803	24.96	25.39	25.573	27.117	28.224	28.73	28.73
3.48109	43.1501	693267	1794850	28.603	25.953	25.549	26.725	25.07	25.512	25.377	27.029	28.095	28.5	28.5
3.72564	43.1655	713164	1796880	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3.97031	43.1802	733060	1798910	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4.21509	43.1944	752955	1800930	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4.45997	43.208	772848	1802950	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4.70495	43.221	792740	1804960	30.187	27.456	26.853	27.461	26.301	26.466	26.867	28.334	29.494	30.15	30.15
4.95002	43.2334	812632	1806980	30.034	27.237	26.665	27.231	26.115	26.287	26.719	28.125	29.327	30.002	30.002
5.19518	43.2453	832522	1808990	29.279	26.478	25.953	26.751	25.711	25.888	26.238	27.411	28.762	29.442	29.442
5.44043	43.2565	852412	1810990	28.383	25.716	25.196	26.363	25.229	25.457	25.633	26.462	28.165	28.832	28.832
5.68576	43.2672	872301	1813000	27.899	25.089	24.684	25.852	24.927	25.044	25.2	26.001	27.747	28.461	28.461
5.93117	43.2772	892189	1815000	27.952	25.027	24.695	25.836	25.082	25.121	25.238	25.985	27.875	28.614	28.614
6.42221	43.2956	931963	1818990	30.042	26.984	26.571	27.59	27.093	27.132	27.172	28.258	30.032	30.804	30.804
6.66782	43.3039	951849	1820980	29.81	26.79	26.428	27.45	26.89	27.027	26.966	27.995	29.774	30.489	30.489
6.9135	43.3116	971735	1822970	27.754	24.935	24.849	25.723	25.262	25.437	25.289	26.256	27.754	28.325	28.325
7.15923	43.3187	991620	1824950	26.648	23.998	24.082	24.863	24.43	24.649	24.399	25.334	26.647	27.11	27.11
7.40501	43.3253	1011500	1826930	26.874	24.357	24.492	25.254	24.741	25.024	24.639	25.601	26.798	27.172	27.172
7.65084	43.3312	1031390	1828910	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
7.89671	43.3365	1051270	1830880	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8.14262	43.3413	1071160	1832850	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8.38856	43.3455	1091040	1834820	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8.63453	43.349	1110920	1836780	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8.88053	43.352	1130810	1838750	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
9.12654	43.3544	1150690	1840700	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
9.37258	43.3562	1170580	1842660	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
9.61862	43.3574	1190460	1844610	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
9.86467	43.3581	1210340	1846560	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10.1107	43.3581	1230210	1848500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10.3568	43.3575	1250080	1850450	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10.6028	43.3564	1269970	1852390	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10.8489	43.3546	1289860	1854320	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
-3.58484	42.63	113542	1754600	23.486	22.873	21.392	23.84	21.423	23.116	22.288	23.386	24.617	25.123	25.123
-3.34459	42.6622	133503	1756720	24.281	23.272	21.695	24.416	21.838	23.559	22.83	23.886	25.045	25.715	25.715
-3.10412	42.6938	153460	1758830	24.817	23.484	21.817	24.801	22.041	23.79	23.139	24.167	25.24	26.049	26.049
-2.86342	42.7248	173414	1760950	25.33	23.727	22.015	25.212	22.31	24.047	23.491	24.488	25.47	26.393	26.393
-2.6225	42.7553	193366	1763060	25.355	23.75	22.101	25.312	22.408	24.038	23.578	24.591	25.5	26.424	26.424
-2.38136	42.7852	213314	1765160	24.904	23.521	22.073	25.151	22.338	23.748	23.457	24.517	25.304	26.126	26.126
-2.14001	42.8146	233259	1767270	24.771	23.583	22.415	25.378	22.668	23.825	23.791	24.856	25.41	26.113	26.113
-1.89845	42.8433	253201	1769370	24.767	23.839	22.951	25.841	23.227	24.177	24.394	25.396	25.613	26.166	26.166
-1.65669	42.8715	273141	1771470	24.817	24.122	23.567	26.387	23.851	24.624	25.085	26.084	25.917	26.268	26.268
-1.41472	42.8992	293078	1773560	24.265	23.539	22.947	25.669	23.076	23.914	24.435	25.493	25.415	25.738	25.738
-1.17255	42.9262	313012	1775660	23.327	22.475	21.745	24.37	21.678	22.651	23.198	24.343	24.467	24.805	24.805
1.50325	43.1855	532132	1798470	26.313	24.548	22.893	25.245	22.393	23.325	23.589	24.705	26.478	27.454	27.454
1.74749	43.2056	552040	1800530	26.696	24.805	23.513	25.641	23.101	23.866	24.144	25.264	26.701	27.536	27.536
1.99188	43.2251	571946	1802580	27.49	24.811	24.04	26.216	23.74	24.388	24.673	26.192	27.424	28.224	28.224
2.23641	43.2441	591850	1804630	26.347	23.36	22.461	24.751	22.055	22.835	23.03	24.686	26.231	27.066	27.066
2.48108	43.2624	611753	1806680	26.603	23.493	22.679	24.854	22.249	22.999	23.169	24.866	26.427	27.233	27.233
2.72589	43.2801	631655	1808720	27.765	24.724	24.103	25.969	23.682	24.335	24.435	26.122	27.496	28.169	28.169
3.21588	43.3139	671452	1812800	28.603	25.953	25.549	26.725	25.07	25.512	25.377	27.029	28.095	28.5	28.5
3.46106	43.3299	691349	1814830	28.359	25.708	25.051	26.204	24.594	25.057	24.954	26.618	27.759	28.256	28.256
3.70636	43.3453	711245	1816860	28.697	26.186	25.45	26.385	25.067	25.375	25.353	27.031	28.002	28.506	28.506
3.95177	43.3601	731139	1818890	29.195	26.716	25.975	26.787	25.638	25.817	25.936	27.587	28.474	29.005	29.005
4.19729	43.3743	751032	1820910	29.722	27.171	26.454	27.199	26.094	26.213	26.478	28.063	29.007	29.59	29.59
4.44292	43.388	770924	1822930	30.09	27.434	26.773	27.457	26.32	26.451	26.81	28.323	29.393	30.023	30.023
4.68864	43.401	790815	1824950	30.187	27.456	26.853	27.461	26.301	26.466	26.867	28.334	29.494	30.15	30.15
4.93447	43.4135	810705	1826960	30.034	27.237	26.665	27.231	26.115	26.287	26.719	28.125	29.327	30.002	30.002
5.18038	43.4254	830594	1828970	29.279	26.478	25.953	26.751	25.711	25.888	26.238	27.411	28.762	29.442	29.442
5.42638	43.4366	850482	1830980	28.383	25.716	25.196	26.363	25.229	25.457	25.633	26.462	28.165	28.832	28.832
5.67246	43.4473	870369	1832980	28.492	25.538	25.29	26.275	25.621	25.691	25.952	26.947	28.293	28.956	28.956
5.91862	43.4574	890256	1834980	28.31	25.324	25.186	26.172	25.649	25.668	25.868	26.811	28.246	28.892	28.892
6.16486	43.4669	910142	1836980	28.645	25.632	25.479	26.451	26.011	26.014	26.159	27.109	28.652	29.32	29.32
6.41116	43.4759	930027	1838970	27.627	24.613	24.482	25.403	25.04	25.056	25.153	26.127	27.695	28.36	28.36
6.90397	43.4919	969796	1842950	26.423	23.64	23.672	24.473	24.119	24.274	24.159	25.067	26.495	27.049	27.049
7.15045	43.4991	989680	1844940	26.874	24.357	24.492	25.254	24.741	25.024	24.639	25.601	26.798	27.172	27.172
7.39699	43.5056	1009560	1846920	25.733	23.2	23.272	23.944	23.657	23.794	23.67	24.47	25.878	26.452	26.452
7.64358	43.5116	1029450	1848900	25.229	22.759	22.775	23.452	23.262	23.318	23.336	24.063	25.579	26.274	26.274
7.89021	43.517	1049330	1850870	25.525	23.115	23.122	23.843	23.607	23.659	23.653	24.434	25.919	26.592	26.592
8.13688	43.5217	1069210	1852840	25.6	23.225	23.205	23.982	23.729	23.8	23.806	24.594	26.063	26.744	26.744
8.38358	43.5259	1089090	1854810	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8.63031	43.5295	1108980	1856770	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8.87707	43.5325	1128860	1858730	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
9.12384	43.5349	1148740	1860690	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
9.37064	43.5367	1168620	1862650	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
9.61744	43.5379	1188510	1864600	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
9.86425	43.5385	1208390	1866550	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10.1111	43.5386	1228260	1868490	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10.3579	43.538	1248130	1870430	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10.6047	43.5369	1268010	1872370	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10.8515	43.5351	1287900	1874310	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
-3.62587	42.8072	111673	1774530	23.486	22.873	21.392	23.84	21.423	23.116	22.288	23.386	24.617	25.123	25.123
-3.38494	42.8395	131632	1776650	23.413	22.231	20.673	23.633	20.755	22.607	21.963	22.906	23.875	24.572	24.572
-3.14378	42.8713	151587	1778770	23.894	22.479	20.864	24.021	21.023	22.918	22.347	23.238	24.14	24.951	24.951
-2.90239	42.9024	171539	1780890	24.229	22.645	21.016	24.325	21.238	23.156	22.665	23.489	24.305	25.204	25.204
-2.66077	42.933	191488	1783000	24.255	22.666	21.086	24.43	21.332	23.227	22.799	23.55	24.254	25.181	25.181
-2.41894	42.963	211434	1785110	23.592	22.328	20.951	24.073	21.127	22.867	22.516	23.26	23.868	24.681	24.681
-2.17689	42.9925	231378	1787210	23.461	22.416	21.318	24.278	21.474	23.008	22.826	23.58	23.995	24.681	24.681
-1.93463	43.0213	251318	1789320	23.076	22.3	21.452	24.313	21.543	22.931	22.896	23.711	23.871	24.381	24.381
-1.69216	43.0496	271256	1791420	23.261	22.591	22.052	24.861	22.151	23.387	23.57	24.453	24.285	24.616	24.616
0.987647	43.3227	490406	1814320	26.422	24.386	22.848	25.612	22.56	23.59	23.792	24.944	26.74	27.677	27.677
1.23231	43.344	510316	1816380	26.831	24.817	23.348	25.923	23.034	23.92	24.184	25.3	27.058	27.959	27.959
1.96724	43.4045	570034	1822550	27.494	25.501	24.643	26.55	24.393	24.999	25.188	26.318	27.291	27.848	27.848
2.94914	43.4769	649636	1830730	28.488	25.634	25.16	26.657	24.721	25.261	25.254	26.911	28.1	28.621	28.621
3.19494	43.4935	669533	1832770	27.944	25.096	24.319	25.735	23.821	24.449	24.364	26.009	27.398	27.995	27.995
3.44087	43.5096	689428	1834800	28.294	25.648	24.938	26.056	24.462	24.945	24.812	26.473	27.654	28.162	28.162
3.68692	43.5251	709322	1836830	28.596	26.133	25.4	26.302	25.024	25.322	25.262	26.961	27.887	28.369	28.369
3.93308	43.5399	729215	1838860	29.2	26.776	26.012	26.797	25.715	25.86	25.983	27.659	28.465	28.988	28.988
4.17935	43.5542	749107	1840880	29.787	27.24	26.512	27.263	26.175	26.271	26.561	28.142	29.072	29.66	29.66
4.42573	43.5679	768998	1842910	30.179	27.498	26.839	27.536	26.39	26.51	26.89	28.387	29.484	30.123	30.123
4.67221	43.581	788887	1844920	30.303	27.562	26.967	27.574	26.395	26.572	26.978	28.44	29.623	30.287	30.287
4.91878	43.5935	808776	1846940	30.08	27.307	26.753	27.272	26.118	26.315	26.734	28.174	29.374	30.039	30.039
5.41221	43.6167	848550	1850960	28.935	26.046	25.588	26.521	25.665	25.806	26.14	27.246	28.527	29.221	29.221
5.65905	43.6275	868436	1852960	28.492	25.538	25.29	26.275	25.621	25.691	25.952	26.947	28.293	28.956	28.956
5.90597	43.6376	888322	1854960	28.31	25.324	25.186	26.172	25.649	25.668	25.868	26.811	28.246	28.892	28.892
6.15297	43.6472	908206	1856960	28.645	25.632	25.479	26.451	26.011	26.014	26.159	27.109	28.652	29.32	29.32
6.40003	43.6561	928090	1858960	27.627	24.613	24.482	25.403	25.04	25.056	25.153	26.127	27.695	28.36	28.36
6.64716	43.6645	947974	1860950	24.639	21.701	21.586	22.404	22.144	22.271	22.414	23.204	24.755	25.413	25.413
6.89436	43.6722	967857	1862930	25.125	22.321	22.306	23.037	22.818	22.935	22.978	23.767	25.263	25.896	25.896
7.14161	43.6794	987740	1864920	25.971	23.39	23.474	24.148	23.829	24.001	23.84	24.684	26.036	26.559	26.559
7.38891	43.686	1007620	1866900	24.637	22.048	22.082	22.67	22.572	22.635	22.702	23.319	24.901	25.638	25.638
7.63626	43.692	1027500	1868880	25.449	23.005	23.039	23.705	23.486	23.518	23.5	24.275	25.774	26.44	26.44
7.88366	43.6973	1047390	1870850	25.6	23.225	23.205	23.982	23.729	23.8	23.806	24.594	26.063	26.744	26.744
8.13109	43.7021	1067270	1872820	25.055	22.709	22.656	23.407	23.285	23.395	23.506	24.087	25.587	26.375	26.375
8.37856	43.7063	1087150	1874790	25.345	23.13	23.062	23.843	23.775	23.949	24.126	24.607	26.029	26.845	26.845
8.62605	43.7099	1107030	1876760	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8.87358	43.7129	1126910	1878720	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
9.12112	43.7153	1146790	1880670	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
9.36868	43.7172	1166670	1882630	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
9.61625	43.7184	1186550	1884580	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
9.86383	43.719	1206440	1886530	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10.1114	43.719	1226300	1888470	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10.359	43.7185	1246170	1890420	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10.6066	43.7173	1266050	1892360	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10.8541	43.7156	1285940	1894290	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
-3.66723	42.9844	109798	1794460	22.295	21.735	20.341	22.833	20.212	21.957	21.128	22.207	23.314	23.715	23.715
-3.42561	43.0168	129754	1796580	23.413	22.231	20.673	23.633	20.755	22.607	21.963	22.906	23.875	24.572	24.572
