qd;quadrat;xl2e;yl2e;annee;nb_frenaie;volume17
0919-1948;LE LAUZET-UBAYE                                             ;919000;1948000;2016;0;0
0919-1964;CHORGES                                                     ;919000;1964000;2016;0;117,181
0919-1980;ORCIERES                                                    ;919000;1980000;;0;10,166
0919-1996;PELVOUX                                                     ;919000;1996000;;0;0
0919-2012;LE MONETIER-LES-BAINS                                       ;919000;2012000;2017;0;0
0919-2028;SAINT-MICHEL-DE-MAURIENNE                                   ;919000;2028000;2014;0;734,277
0919-2044;SAINT-JEAN-DE-MAURIENNE                                     ;919000;2044000;2015;0;434,67
0919-2060;LA LECHERE                                                  ;919000;2060000;2014;1;299,917
0919-2076;ALBERTVILLE                                                 ;919000;2076000;2013;0;188,704
0919-2092;UGINE                                                       ;919000;2092000;2013;0;392,581
0919-2108;LE GRAND-BORNAND                                            ;919000;2108000;2013;0;194,351
0919-2124;BONNEVILLE                                                  ;919000;2124000;2013;0;445,968
0919-2140;SAINT-JEOIRE                                                ;919000;2140000;2013;1;1151,25
0919-2156;THONON-LES-BAINS                                            ;919000;2156000;2012;0;501,684
0919-2172;PUBLIER                                                     ;919000;2172000;;0;0
0919-2204;JOUGNE                                                      ;919000;2204000;;0;0
0919-2220;VERRIERES-DE-JOUX                                           ;919000;2220000;;0;68,946
0919-2236;MORTEAU                                                     ;919000;2236000;2009;0;46,1956
0919-2252;PIERREFONTAINE-LES-VARANS                                   ;919000;2252000;2009;0;249,329
0919-2268;CLERVAL                                                     ;919000;2268000;2009;2;884,764
0919-2284;L'ISLE-SUR-LE-DOUBS                                         ;919000;2284000;2009;0;866,571
0919-2300;LURE                                                        ;919000;2300000;2008;0;861,676
0919-2316;MELISEY                                                     ;919000;2316000;2008;0;1591,45
0919-2332;RUPT-SUR-MOSELLE                                            ;919000;2332000;2008;0;310,554
0919-2348;REMIREMONT                                                  ;919000;2348000;2009;0;276,611
0919-2364;BRUYERES                                                    ;919000;2364000;2008;0;71,8615
0919-2380;RAMBERVILLERS                                               ;919000;2380000;2009;0;184,685
0919-2396;BACCARAT                                                    ;919000;2396000;2009;0;1034,34
0919-2412;LANEUVEVILLE-AUX-BOIS                                       ;919000;2412000;2009;0;993,354
0919-2428;DIEUZE                                                      ;919000;2428000;2009;0;286,774
0919-2444;GROSTENQUIN                                                 ;919000;2444000;2009;0;559,38
0919-2460;FAULQUEMONT                                                 ;919000;2460000;2009;0;273,072
0919-2476;SAINT-AVOLD                                                 ;919000;2476000;;0;15,9138
0919-2492;VILLING                                                     ;919000;2492000;;0;0
0935-1788;PORT-CROS                                                   ;935000;1788000;;0;0
0935-1804;LE LAVANDOU                                                 ;935000;1804000;;0;0
0935-1820;GRIMAUD                                                     ;935000;1820000;;0;0
0935-1836;LE MUY                                                      ;935000;1836000;;0;78,1801
0935-1852;DRAGUIGNAN                                                  ;935000;1852000;;0;0
0935-1868;COMPS-SUR-ARTUBY                                            ;935000;1868000;;0;0
0935-1884;CASTELLANE                                                  ;935000;1884000;;0;34,0639
0935-1900;SAINT-ANDRE-LES-ALPES                                       ;935000;1900000;;0;0
0935-1916;PRADS-HAUTE-BLEONE                                          ;935000;1916000;;0;1,14933
0935-1932;MEOLANS-REVEL                                               ;935000;1932000;;0;3,18285
0935-1948;LES ORRES                                                   ;935000;1948000;;0;0
0935-1964;EMBRUN                                                      ;935000;1964000;2015;0;81,7688
0935-1980;L'ARGENTIERE-LA-BESSEE                                      ;935000;1980000;;0;15,8784
0935-1996;BRIANCON                                                    ;935000;1996000;;1;53,5632
0935-2012;VAL-DES-PRES                                                ;935000;2012000;;0;0
0935-2028;MODANE                                                      ;935000;2028000;2015;0;71,4272
0935-2044;SAINT-MARTIN-DE-BELLEVILLE                                  ;935000;2044000;2016;0;0
0935-2060;BOZEL                                                       ;935000;2060000;2015;0;238,681
0935-2076;AIME                                                        ;935000;2076000;2014;0;436,13
0935-2092;BEAUFORT                                                    ;935000;2092000;;0;57,6668
0935-2108;MEGEVE                                                      ;935000;2108000;2016;0;59,8478
0935-2124;SAMOENS                                                     ;935000;2124000;2013;0;1365,64
0935-2140;TANINGES                                                    ;935000;2140000;;0;144,468
0935-2156;ABONDANCE                                                   ;935000;2156000;2013;0;422,968
0935-2172;LUGRIN                                                      ;935000;2172000;;0;0
0935-2236;VILLERS-LE-LAC                                              ;935000;2236000;2010;0;68,46
0935-2252;LE RUSSEY                                                   ;935000;2252000;2009;0;162,621
0935-2268;PONT-DE-ROIDE                                               ;935000;2268000;2009;2;659,947
0935-2284;MONTBELIARD                                                 ;935000;2284000;2009;0;681,524
0935-2300;BELFORT                                                     ;935000;2300000;2009;0;127,532
0935-2316;GIROMAGNY                                                   ;935000;2316000;2009;1;633,241
0935-2332;SAULXURES-SUR-MOSELOTTE                                     ;935000;2332000;2009;0;704,055
0935-2348;GERARDMER                                                   ;935000;2348000;2009;0;326,563
0935-2364;CORCIEUX                                                    ;935000;2364000;2009;0;29,1927
0935-2380;SAINT-DIE-DES-VOSGES                                        ;935000;2380000;2009;0;295,605
0935-2396;BADONVILLER                                                 ;935000;2396000;2009;0;5,03951
0935-2412;RECHICOURT-LE-CHATEAU                                       ;935000;2412000;2009;0;34,7395
0935-2428;BELLES-FORETS                                               ;935000;2428000;2008;0;536,129
0935-2444;ALBESTROFF                                                  ;935000;2444000;2008;0;288,219
0935-2460;SARRALBE                                                    ;935000;2460000;2009;0;0
0935-2476;FORBACH                                                     ;935000;2476000;2009;0;0
